feeder,start_time,end_time,outage_duration_minutes
8 MILES,2023-10-26 13:30:00.0000000,2023-10-26 15:00:00.0000000,90
8 MILES,2023-10-26 20:00:00.0000000,2023-10-26 21:30:00.0000000,90
"ABACHA ROAD ",2023-02-21 05:30:00.0000000,2023-02-21 19:00:00.0000000,810
"ABACHA ROAD ",2023-02-22 06:30:00.0000000,2023-02-22 21:00:00.0000000,870
"ABACHA ROAD ",2023-02-22 22:30:00.0000000,2023-02-22 22:30:00.0000000,0
"ABACHA ROAD ",2023-02-23 12:30:00.0000000,2023-02-23 12:30:00.0000000,0
"ABACHA ROAD ",2023-02-23 22:30:00.0000000,2023-02-24 07:00:00.0000000,510
"ABACHA ROAD ",2023-02-24 11:30:00.0000000,2023-02-24 14:30:00.0000000,180
"ABACHA ROAD ",2023-02-24 19:30:00.0000000,2023-02-24 22:00:00.0000000,150
"ABACHA ROAD ",2023-02-25 09:30:00.0000000,2023-02-25 12:30:00.0000000,180
"ABACHA ROAD ",2023-02-25 18:00:00.0000000,2023-02-25 18:30:00.0000000,30
"ABACHA ROAD ",2023-02-26 08:00:00.0000000,2023-02-26 09:30:00.0000000,90
"ABACHA ROAD ",2023-02-26 13:00:00.0000000,2023-02-26 13:00:00.0000000,0
"ABACHA ROAD ",2023-02-28 12:00:00.0000000,2023-02-28 15:30:00.0000000,210
"ABACHA ROAD ",2023-02-28 20:30:00.0000000,2023-02-28 21:00:00.0000000,30
"ABACHA ROAD ",2023-03-01 15:00:00.0000000,2023-03-01 15:00:00.0000000,0
"ABACHA ROAD ",2023-03-01 18:30:00.0000000,2023-03-02 00:00:00.0000000,330
"ABACHA ROAD ",2023-03-03 10:30:00.0000000,2023-03-03 17:00:00.0000000,390
"ABACHA ROAD ",2023-03-03 22:00:00.0000000,2023-03-07 17:30:00.0000000,5490
"ABACHA ROAD ",2023-03-07 18:30:00.0000000,2023-03-07 21:00:00.0000000,150
"ABACHA ROAD ",2023-03-08 02:30:00.0000000,2023-03-08 06:00:00.0000000,210
"ABACHA ROAD ",2023-03-08 16:30:00.0000000,2023-03-08 18:00:00.0000000,90
"ABACHA ROAD ",2023-03-08 19:30:00.0000000,2023-03-08 23:00:00.0000000,210
"ABACHA ROAD ",2023-03-09 20:30:00.0000000,2023-03-09 20:30:00.0000000,0
"ABACHA ROAD ",2023-03-10 07:30:00.0000000,2023-03-10 07:30:00.0000000,0
"ABACHA ROAD ",2023-03-10 11:00:00.0000000,2023-03-10 16:30:00.0000000,330
"ABACHA ROAD ",2023-03-10 19:30:00.0000000,2023-03-10 19:30:00.0000000,0
"ABACHA ROAD ",2023-03-11 08:00:00.0000000,2023-03-11 09:00:00.0000000,60
"ABACHA ROAD ",2023-03-11 10:30:00.0000000,2023-03-11 15:30:00.0000000,300
"ABACHA ROAD ",2023-03-11 20:30:00.0000000,2023-03-12 01:30:00.0000000,300
"ABACHA ROAD ",2023-03-13 12:30:00.0000000,2023-03-13 16:00:00.0000000,210
"ABACHA ROAD ",2023-03-13 21:00:00.0000000,2023-03-14 04:00:00.0000000,420
"ABACHA ROAD ",2023-03-14 07:00:00.0000000,2023-03-14 07:00:00.0000000,0
"ABACHA ROAD ",2023-03-14 12:30:00.0000000,2023-03-14 12:30:00.0000000,0
"ABACHA ROAD ",2023-03-15 14:00:00.0000000,2023-03-15 19:00:00.0000000,300
"ABACHA ROAD ",2023-03-15 21:00:00.0000000,2023-03-15 21:00:00.0000000,0
"ABACHA ROAD ",2023-03-16 09:00:00.0000000,2023-03-16 16:00:00.0000000,420
"ABACHA ROAD ",2023-03-17 15:30:00.0000000,2023-03-18 02:30:00.0000000,660
"ABACHA ROAD ",2023-03-18 10:00:00.0000000,2023-03-18 10:00:00.0000000,0
"ABACHA ROAD ",2023-03-18 17:00:00.0000000,2023-03-18 17:30:00.0000000,30
"ABACHA ROAD ",2023-03-18 19:30:00.0000000,2023-03-19 00:30:00.0000000,300
"ABACHA ROAD ",2023-03-20 00:00:00.0000000,2023-03-20 02:00:00.0000000,120
"ABACHA ROAD ",2023-03-20 11:30:00.0000000,2023-03-20 17:30:00.0000000,360
"ABACHA ROAD ",2023-03-21 12:30:00.0000000,2023-03-21 12:30:00.0000000,0
"ABACHA ROAD ",2023-03-21 20:30:00.0000000,2023-03-21 20:30:00.0000000,0
"ABACHA ROAD ",2023-03-22 10:30:00.0000000,2023-03-22 13:00:00.0000000,150
"ABACHA ROAD ",2023-03-22 20:30:00.0000000,2023-03-23 06:00:00.0000000,570
"ABACHA ROAD ",2023-03-23 09:30:00.0000000,2023-03-23 14:00:00.0000000,270
"ABACHA ROAD ",2023-03-23 21:00:00.0000000,2023-03-23 21:30:00.0000000,30
"ABACHA ROAD ",2023-03-24 16:00:00.0000000,2023-03-24 17:00:00.0000000,60
"ABACHA ROAD ",2023-03-24 18:30:00.0000000,2023-03-24 18:30:00.0000000,0
"ABACHA ROAD ",2023-03-25 08:30:00.0000000,2023-03-25 16:30:00.0000000,480
"ABACHA ROAD ",2023-03-26 04:30:00.0000000,2023-03-26 06:00:00.0000000,90
"ABACHA ROAD ",2023-03-26 15:00:00.0000000,2023-03-27 18:30:00.0000000,1650
"ABACHA ROAD ",2023-03-27 20:00:00.0000000,2023-03-29 13:00:00.0000000,2460
"ABACHA ROAD ",2023-03-29 15:00:00.0000000,2023-03-29 17:00:00.0000000,120
"ABACHA ROAD ",2023-03-29 20:00:00.0000000,2023-03-29 20:30:00.0000000,30
"ABACHA ROAD ",2023-03-30 02:00:00.0000000,2023-03-30 02:00:00.0000000,0
"ABACHA ROAD ",2023-03-30 13:00:00.0000000,2023-03-30 14:30:00.0000000,90
"ABACHA ROAD ",2023-03-30 17:30:00.0000000,2023-03-30 19:30:00.0000000,120
"ABACHA ROAD ",2023-03-31 13:00:00.0000000,2023-03-31 15:00:00.0000000,120
"ABACHA ROAD ",2023-03-31 17:00:00.0000000,2023-03-31 18:30:00.0000000,90
"ABACHA ROAD ",2023-04-01 00:30:00.0000000,2023-04-01 06:30:00.0000000,360
"ABACHA ROAD ",2023-04-01 13:00:00.0000000,2023-04-01 15:00:00.0000000,120
"ABACHA ROAD ",2023-04-02 13:30:00.0000000,2023-04-02 13:30:00.0000000,0
"ABACHA ROAD ",2023-04-02 19:30:00.0000000,2023-04-02 20:30:00.0000000,60
"ABACHA ROAD ",2023-04-03 01:00:00.0000000,2023-04-03 08:00:00.0000000,420
"ABACHA ROAD ",2023-04-03 10:00:00.0000000,2023-04-03 10:30:00.0000000,30
"ABACHA ROAD ",2023-04-04 14:00:00.0000000,2023-04-04 14:00:00.0000000,0
"ABACHA ROAD ",2023-04-04 19:30:00.0000000,2023-04-04 22:00:00.0000000,150
"ABACHA ROAD ",2023-04-05 04:30:00.0000000,2023-04-05 08:00:00.0000000,210
"ABACHA ROAD ",2023-04-05 16:30:00.0000000,2023-04-05 17:30:00.0000000,60
"ABACHA ROAD ",2023-04-05 20:00:00.0000000,2023-04-05 23:30:00.0000000,210
"ABACHA ROAD ",2023-04-06 00:30:00.0000000,2023-04-06 01:00:00.0000000,30
"ABACHA ROAD ",2023-04-06 07:30:00.0000000,2023-04-06 08:00:00.0000000,30
"ABACHA ROAD ",2023-04-06 10:00:00.0000000,2023-04-06 10:00:00.0000000,0
"ABACHA ROAD ",2023-04-06 19:00:00.0000000,2023-04-06 23:30:00.0000000,270
"ABACHA ROAD ",2023-04-07 03:00:00.0000000,2023-04-07 05:00:00.0000000,120
"ABACHA ROAD ",2023-04-07 10:30:00.0000000,2023-04-07 13:00:00.0000000,150
"ABACHA ROAD ",2023-04-07 17:30:00.0000000,2023-04-07 20:30:00.0000000,180
"ABACHA ROAD ",2023-04-08 00:30:00.0000000,2023-04-08 00:30:00.0000000,0
"ABACHA ROAD ",2023-04-08 08:30:00.0000000,2023-04-08 08:30:00.0000000,0
"ABACHA ROAD ",2023-04-08 15:30:00.0000000,2023-04-08 17:00:00.0000000,90
"ABACHA ROAD ",2023-04-08 23:30:00.0000000,2023-04-08 23:30:00.0000000,0
"ABACHA ROAD ",2023-04-09 13:30:00.0000000,2023-04-09 17:30:00.0000000,240
"ABACHA ROAD ",2023-04-09 19:30:00.0000000,2023-04-09 20:30:00.0000000,60
"ABACHA ROAD ",2023-04-10 12:30:00.0000000,2023-04-10 12:30:00.0000000,0
"ABACHA ROAD ",2023-04-10 13:30:00.0000000,2023-04-10 16:30:00.0000000,180
"ABACHA ROAD ",2023-04-10 19:30:00.0000000,2023-04-10 22:00:00.0000000,150
"ABACHA ROAD ",2023-04-11 19:00:00.0000000,2023-04-11 19:30:00.0000000,30
"ABACHA ROAD ",2023-04-11 21:30:00.0000000,2023-04-12 11:30:00.0000000,840
"ABACHA ROAD ",2023-04-12 14:00:00.0000000,2023-04-12 16:30:00.0000000,150
"ABACHA ROAD ",2023-04-12 18:30:00.0000000,2023-04-12 23:00:00.0000000,270
"ABACHA ROAD ",2023-04-13 10:30:00.0000000,2023-04-13 10:30:00.0000000,0
"ABACHA ROAD ",2023-04-13 13:30:00.0000000,2023-04-13 17:00:00.0000000,210
"ABACHA ROAD ",2023-04-14 00:30:00.0000000,2023-04-14 06:00:00.0000000,330
"ABACHA ROAD ",2023-04-14 07:30:00.0000000,2023-04-14 14:30:00.0000000,420
"ABACHA ROAD ",2023-04-15 00:30:00.0000000,2023-04-15 06:30:00.0000000,360
"ABACHA ROAD ",2023-04-15 09:30:00.0000000,2023-04-16 00:00:00.0000000,870
"ABACHA ROAD ",2023-04-16 13:30:00.0000000,2023-04-16 15:30:00.0000000,120
"ABACHA ROAD ",2023-04-16 19:00:00.0000000,2023-04-16 19:00:00.0000000,0
"ABACHA ROAD ",2023-04-16 21:00:00.0000000,2023-04-17 00:00:00.0000000,180
"ABACHA ROAD ",2023-04-17 08:30:00.0000000,2023-04-17 08:30:00.0000000,0
"ABACHA ROAD ",2023-04-17 15:30:00.0000000,2023-04-17 15:30:00.0000000,0
"ABACHA ROAD ",2023-04-17 19:30:00.0000000,2023-04-18 07:30:00.0000000,720
"ABACHA ROAD ",2023-04-18 20:30:00.0000000,2023-04-18 21:00:00.0000000,30
"ABACHA ROAD ",2023-04-18 22:30:00.0000000,2023-04-19 03:00:00.0000000,270
"ABACHA ROAD ",2023-04-19 13:30:00.0000000,2023-04-19 13:30:00.0000000,0
"ABACHA ROAD ",2023-04-19 21:30:00.0000000,2023-04-20 01:00:00.0000000,210
"ABACHA ROAD ",2023-04-20 09:00:00.0000000,2023-04-20 09:00:00.0000000,0
"ABACHA ROAD ",2023-04-20 10:00:00.0000000,2023-04-20 10:00:00.0000000,0
"ABACHA ROAD ",2023-04-20 15:30:00.0000000,2023-04-20 18:00:00.0000000,150
"ABACHA ROAD ",2023-04-20 20:00:00.0000000,2023-04-21 06:30:00.0000000,630
"ABACHA ROAD ",2023-04-21 13:00:00.0000000,2023-04-21 14:30:00.0000000,90
"ABACHA ROAD ",2023-04-21 19:30:00.0000000,2023-04-22 13:30:00.0000000,1080
"ABACHA ROAD ",2023-04-22 19:30:00.0000000,2023-04-22 23:30:00.0000000,240
"ABACHA ROAD ",2023-04-23 15:30:00.0000000,2023-04-23 16:30:00.0000000,60
"ABACHA ROAD ",2023-04-23 19:30:00.0000000,2023-04-23 19:30:00.0000000,0
"ABACHA ROAD ",2023-04-24 12:00:00.0000000,2023-04-24 15:30:00.0000000,210
"ABACHA ROAD ",2023-04-24 17:30:00.0000000,2023-04-25 09:00:00.0000000,930
"ABACHA ROAD ",2023-04-25 14:00:00.0000000,2023-04-25 14:30:00.0000000,30
"ABACHA ROAD ",2023-04-25 15:30:00.0000000,2023-04-25 17:30:00.0000000,120
"ABACHA ROAD ",2023-04-25 20:00:00.0000000,2023-04-25 20:00:00.0000000,0
"ABACHA ROAD ",2023-04-25 22:30:00.0000000,2023-04-26 05:00:00.0000000,390
"ABACHA ROAD ",2023-04-26 10:30:00.0000000,2023-04-26 16:00:00.0000000,330
"ABACHA ROAD ",2023-04-26 22:30:00.0000000,2023-04-27 06:30:00.0000000,480
"ABACHA ROAD ",2023-04-27 08:30:00.0000000,2023-04-27 14:00:00.0000000,330
"ABACHA ROAD ",2023-04-28 06:00:00.0000000,2023-05-03 18:30:00.0000000,7950
"ABACHA ROAD ",2023-05-03 21:00:00.0000000,2023-05-04 08:00:00.0000000,660
"ABACHA ROAD ",2023-05-05 12:00:00.0000000,2023-05-05 15:30:00.0000000,210
"ABACHA ROAD ",2023-05-06 11:00:00.0000000,2023-05-06 22:00:00.0000000,660
"ABACHA ROAD ",2023-05-07 07:00:00.0000000,2023-05-07 07:30:00.0000000,30
"ABACHA ROAD ",2023-05-08 06:30:00.0000000,2023-05-08 19:30:00.0000000,780
"ABACHA ROAD ",2023-05-08 20:30:00.0000000,2023-05-08 21:00:00.0000000,30
"ABACHA ROAD ",2023-05-08 22:00:00.0000000,2023-05-08 22:30:00.0000000,30
"ABACHA ROAD ",2023-05-09 06:30:00.0000000,2023-05-09 06:30:00.0000000,0
"ABACHA ROAD ",2023-05-09 12:30:00.0000000,2023-05-09 12:30:00.0000000,0
"ABACHA ROAD ",2023-05-09 13:30:00.0000000,2023-05-09 18:30:00.0000000,300
"ABACHA ROAD ",2023-05-09 21:30:00.0000000,2023-05-10 13:30:00.0000000,960
"ABACHA ROAD ",2023-05-10 14:30:00.0000000,2023-05-10 14:30:00.0000000,0
"ABACHA ROAD ",2023-05-10 19:30:00.0000000,2023-05-11 07:30:00.0000000,720
"ABACHA ROAD ",2023-05-11 10:30:00.0000000,2023-05-11 14:30:00.0000000,240
"ABACHA ROAD ",2023-05-11 16:30:00.0000000,2023-05-11 18:30:00.0000000,120
"ABACHA ROAD ",2023-05-11 21:30:00.0000000,2023-05-12 04:00:00.0000000,390
"ABACHA ROAD ",2023-05-12 07:30:00.0000000,2023-05-12 08:00:00.0000000,30
"ABACHA ROAD ",2023-05-12 09:30:00.0000000,2023-05-12 13:00:00.0000000,210
"ABACHA ROAD ",2023-05-12 19:00:00.0000000,2023-05-13 01:30:00.0000000,390
"ABACHA ROAD ",2023-05-13 14:30:00.0000000,2023-05-14 19:00:00.0000000,1710
"ABACHA ROAD ",2023-05-17 06:30:00.0000000,2023-05-17 06:30:00.0000000,0
"ABACHA ROAD ",2023-05-17 11:30:00.0000000,2023-05-17 14:30:00.0000000,180
"ABACHA ROAD ",2023-05-18 11:00:00.0000000,2023-05-18 17:00:00.0000000,360
"ABACHA ROAD ",2023-05-19 05:30:00.0000000,2023-05-19 07:00:00.0000000,90
"ABACHA ROAD ",2023-05-19 11:30:00.0000000,2023-05-19 14:30:00.0000000,180
"ABACHA ROAD ",2023-05-19 17:30:00.0000000,2023-05-19 18:00:00.0000000,30
"ABACHA ROAD ",2023-05-19 19:00:00.0000000,2023-05-20 04:00:00.0000000,540
"ABACHA ROAD ",2023-05-20 09:30:00.0000000,2023-05-20 18:00:00.0000000,510
"ABACHA ROAD ",2023-05-20 20:00:00.0000000,2023-05-20 20:00:00.0000000,0
"ABACHA ROAD ",2023-05-21 06:30:00.0000000,2023-05-21 07:30:00.0000000,60
"ABACHA ROAD ",2023-05-21 12:00:00.0000000,2023-05-21 15:30:00.0000000,210
"ABACHA ROAD ",2023-05-22 00:30:00.0000000,2023-05-22 06:30:00.0000000,360
"ABACHA ROAD ",2023-05-22 14:00:00.0000000,2023-05-22 16:00:00.0000000,120
"ABACHA ROAD ",2023-05-23 11:30:00.0000000,2023-05-23 14:30:00.0000000,180
"ABACHA ROAD ",2023-05-23 22:00:00.0000000,2023-05-23 22:00:00.0000000,0
"ABACHA ROAD ",2023-05-23 23:00:00.0000000,2023-05-24 02:00:00.0000000,180
"ABACHA ROAD ",2023-05-24 07:00:00.0000000,2023-05-24 07:00:00.0000000,0
"ABACHA ROAD ",2023-05-24 11:00:00.0000000,2023-05-24 17:00:00.0000000,360
"ABACHA ROAD ",2023-05-24 18:00:00.0000000,2023-05-24 18:30:00.0000000,30
"ABACHA ROAD ",2023-05-25 10:30:00.0000000,2023-05-25 19:30:00.0000000,540
"ABACHA ROAD ",2023-05-26 19:30:00.0000000,2023-05-27 03:00:00.0000000,450
"ABACHA ROAD ",2023-05-27 15:00:00.0000000,2023-05-27 15:00:00.0000000,0
"ABACHA ROAD ",2023-05-27 19:00:00.0000000,2023-05-27 20:30:00.0000000,90
"ABACHA ROAD ",2023-05-29 08:30:00.0000000,2023-05-29 15:00:00.0000000,390
"ABACHA ROAD ",2023-05-30 09:30:00.0000000,2023-05-30 09:30:00.0000000,0
"ABACHA ROAD ",2023-05-30 16:00:00.0000000,2023-05-30 16:00:00.0000000,0
"ABACHA ROAD ",2023-05-31 07:30:00.0000000,2023-05-31 07:30:00.0000000,0
"ABACHA ROAD ",2023-05-31 15:30:00.0000000,2023-05-31 16:30:00.0000000,60
"ABACHA ROAD ",2023-06-02 13:00:00.0000000,2023-06-02 13:30:00.0000000,30
"ABACHA ROAD ",2023-06-02 20:30:00.0000000,2023-06-03 06:30:00.0000000,600
"ABACHA ROAD ",2023-06-03 08:30:00.0000000,2023-06-03 09:00:00.0000000,30
"ABACHA ROAD ",2023-06-03 12:30:00.0000000,2023-06-03 23:00:00.0000000,630
"ABACHA ROAD ",2023-06-04 05:30:00.0000000,2023-06-04 10:30:00.0000000,300
"ABACHA ROAD ",2023-06-04 13:30:00.0000000,2023-06-04 15:00:00.0000000,90
"ABACHA ROAD ",2023-06-04 20:00:00.0000000,2023-06-04 21:30:00.0000000,90
"ABACHA ROAD ",2023-06-05 10:00:00.0000000,2023-06-05 10:00:00.0000000,0
"ABACHA ROAD ",2023-06-06 07:00:00.0000000,2023-06-06 07:00:00.0000000,0
"ABACHA ROAD ",2023-06-06 09:30:00.0000000,2023-06-06 13:00:00.0000000,210
"ABACHA ROAD ",2023-06-08 05:30:00.0000000,2023-06-08 06:00:00.0000000,30
"ABACHA ROAD ",2023-06-08 12:00:00.0000000,2023-06-08 14:00:00.0000000,120
"ABACHA ROAD ",2023-06-09 10:30:00.0000000,2023-06-09 11:00:00.0000000,30
"ABACHA ROAD ",2023-06-09 21:30:00.0000000,2023-06-10 00:30:00.0000000,180
"ABACHA ROAD ",2023-06-10 12:30:00.0000000,2023-06-10 16:00:00.0000000,210
"ABACHA ROAD ",2023-06-12 04:30:00.0000000,2023-06-12 07:30:00.0000000,180
"ABACHA ROAD ",2023-06-12 10:00:00.0000000,2023-06-12 10:30:00.0000000,30
"ABACHA ROAD ",2023-06-12 11:30:00.0000000,2023-06-12 11:30:00.0000000,0
"ABACHA ROAD ",2023-06-12 13:00:00.0000000,2023-06-12 17:30:00.0000000,270
"ABACHA ROAD ",2023-06-13 05:30:00.0000000,2023-06-13 08:00:00.0000000,150
"ABACHA ROAD ",2023-06-13 12:00:00.0000000,2023-06-13 14:00:00.0000000,120
"ABACHA ROAD ",2023-06-14 10:00:00.0000000,2023-06-14 20:30:00.0000000,630
"ABACHA ROAD ",2023-06-16 02:30:00.0000000,2023-06-16 04:00:00.0000000,90
"ABACHA ROAD ",2023-06-16 21:30:00.0000000,2023-06-17 04:00:00.0000000,390
"ABACHA ROAD ",2023-06-17 07:30:00.0000000,2023-06-17 20:00:00.0000000,750
"ABACHA ROAD ",2023-06-18 17:00:00.0000000,2023-06-18 17:00:00.0000000,0
"ABACHA ROAD ",2023-06-19 10:00:00.0000000,2023-06-19 13:00:00.0000000,180
"ABACHA ROAD ",2023-06-20 02:30:00.0000000,2023-06-20 16:30:00.0000000,840
"ABACHA ROAD ",2023-06-21 06:00:00.0000000,2023-06-21 06:30:00.0000000,30
"ABACHA ROAD ",2023-06-22 13:00:00.0000000,2023-06-22 17:30:00.0000000,270
"ABACHA ROAD ",2023-06-23 05:00:00.0000000,2023-06-23 07:00:00.0000000,120
"ABACHA ROAD ",2023-06-23 11:30:00.0000000,2023-06-23 19:30:00.0000000,480
"ABACHA ROAD ",2023-06-24 11:00:00.0000000,2023-06-24 11:30:00.0000000,30
"ABACHA ROAD ",2023-06-24 15:00:00.0000000,2023-06-24 18:00:00.0000000,180
"ABACHA ROAD ",2023-06-25 00:30:00.0000000,2023-06-25 08:00:00.0000000,450
"ABACHA ROAD ",2023-06-25 11:00:00.0000000,2023-06-25 20:00:00.0000000,540
"ABACHA ROAD ",2023-06-26 13:30:00.0000000,2023-06-26 18:00:00.0000000,270
"ABACHA ROAD ",2023-06-26 22:00:00.0000000,2023-06-26 22:30:00.0000000,30
"ABACHA ROAD ",2023-06-27 05:00:00.0000000,2023-06-27 06:30:00.0000000,90
"ABACHA ROAD ",2023-06-28 10:30:00.0000000,2023-06-28 18:00:00.0000000,450
"ABACHA ROAD ",2023-06-29 12:30:00.0000000,2023-06-29 13:30:00.0000000,60
"ABACHA ROAD ",2023-06-29 19:30:00.0000000,2023-06-29 20:00:00.0000000,30
"ABACHA ROAD ",2023-07-02 17:00:00.0000000,2023-07-02 17:30:00.0000000,30
"ABACHA ROAD ",2023-07-03 10:30:00.0000000,2023-07-03 15:00:00.0000000,270
"ABACHA ROAD ",2023-07-04 12:30:00.0000000,2023-07-04 15:30:00.0000000,180
"ABACHA ROAD ",2023-07-04 17:30:00.0000000,2023-07-04 19:30:00.0000000,120
"ABACHA ROAD ",2023-07-06 10:00:00.0000000,2023-07-06 12:00:00.0000000,120
"ABACHA ROAD ",2023-07-06 13:30:00.0000000,2023-07-06 18:30:00.0000000,300
"ABACHA ROAD ",2023-07-06 19:30:00.0000000,2023-07-07 01:00:00.0000000,330
"ABACHA ROAD ",2023-07-07 06:00:00.0000000,2023-07-07 06:30:00.0000000,30
"ABACHA ROAD ",2023-07-07 20:30:00.0000000,2023-07-07 21:00:00.0000000,30
"ABACHA ROAD ",2023-07-08 14:00:00.0000000,2023-07-08 14:30:00.0000000,30
"ABACHA ROAD ",2023-07-08 16:00:00.0000000,2023-07-08 16:00:00.0000000,0
"ABACHA ROAD ",2023-07-09 12:30:00.0000000,2023-07-09 12:30:00.0000000,0
"ABACHA ROAD ",2023-07-10 07:30:00.0000000,2023-07-10 12:30:00.0000000,300
"ABACHA ROAD ",2023-07-10 14:00:00.0000000,2023-07-10 14:00:00.0000000,0
"ABACHA ROAD ",2023-07-10 16:00:00.0000000,2023-07-10 16:00:00.0000000,0
"ABACHA ROAD ",2023-07-10 17:30:00.0000000,2023-07-10 17:30:00.0000000,0
"ABACHA ROAD ",2023-07-10 21:30:00.0000000,2023-07-11 01:00:00.0000000,210
"ABACHA ROAD ",2023-07-11 06:00:00.0000000,2023-07-11 10:30:00.0000000,270
"ABACHA ROAD ",2023-07-12 11:30:00.0000000,2023-07-12 15:00:00.0000000,210
"ABACHA ROAD ",2023-07-12 19:30:00.0000000,2023-07-12 23:30:00.0000000,240
"ABACHA ROAD ",2023-07-13 21:00:00.0000000,2023-07-14 00:30:00.0000000,210
"ABACHA ROAD ",2023-07-14 13:30:00.0000000,2023-07-14 15:00:00.0000000,90
"ABACHA ROAD ",2023-07-14 18:00:00.0000000,2023-07-14 18:00:00.0000000,0
"ABACHA ROAD ",2023-07-14 21:30:00.0000000,2023-07-14 23:30:00.0000000,120
"ABACHA ROAD ",2023-07-15 10:30:00.0000000,2023-07-15 16:30:00.0000000,360
"ABACHA ROAD ",2023-07-16 08:00:00.0000000,2023-07-16 11:30:00.0000000,210
"ABACHA ROAD ",2023-07-17 08:00:00.0000000,2023-07-17 09:00:00.0000000,60
"ABACHA ROAD ",2023-07-17 12:30:00.0000000,2023-07-17 13:00:00.0000000,30
"ABACHA ROAD ",2023-07-18 10:30:00.0000000,2023-07-18 12:00:00.0000000,90
"ABACHA ROAD ",2023-07-18 21:30:00.0000000,2023-07-18 23:30:00.0000000,120
"ABACHA ROAD ",2023-07-19 03:00:00.0000000,2023-07-19 07:30:00.0000000,270
"ABACHA ROAD ",2023-07-19 11:00:00.0000000,2023-07-19 19:00:00.0000000,480
"ABACHA ROAD ",2023-07-19 21:00:00.0000000,2023-07-19 22:00:00.0000000,60
"ABACHA ROAD ",2023-07-20 06:00:00.0000000,2023-07-20 13:30:00.0000000,450
"ABACHA ROAD ",2023-07-20 14:30:00.0000000,2023-07-20 15:00:00.0000000,30
"ABACHA ROAD ",2023-07-21 05:00:00.0000000,2023-07-21 14:00:00.0000000,540
"ABACHA ROAD ",2023-07-21 18:00:00.0000000,2023-07-22 17:00:00.0000000,1380
"ABACHA ROAD ",2023-07-22 19:30:00.0000000,2023-07-22 19:30:00.0000000,0
"ABACHA ROAD ",2023-07-23 12:30:00.0000000,2023-07-23 14:30:00.0000000,120
"ABACHA ROAD ",2023-07-23 19:30:00.0000000,2023-07-23 21:00:00.0000000,90
"ABACHA ROAD ",2023-07-24 06:00:00.0000000,2023-07-24 07:00:00.0000000,60
"ABACHA ROAD ",2023-07-24 12:30:00.0000000,2023-07-24 16:00:00.0000000,210
"ABACHA ROAD ",2023-07-25 11:00:00.0000000,2023-07-25 20:30:00.0000000,570
"ABACHA ROAD ",2023-07-25 22:00:00.0000000,2023-07-26 12:30:00.0000000,870
"ABACHA ROAD ",2023-07-26 20:30:00.0000000,2023-07-27 03:30:00.0000000,420
"ABACHA ROAD ",2023-07-27 10:30:00.0000000,2023-07-27 18:00:00.0000000,450
"ABACHA ROAD ",2023-07-28 05:30:00.0000000,2023-07-28 07:30:00.0000000,120
"ABACHA ROAD ",2023-07-28 10:30:00.0000000,2023-07-28 12:00:00.0000000,90
"ABACHA ROAD ",2023-07-28 18:30:00.0000000,2023-07-28 21:30:00.0000000,180
"ABACHA ROAD ",2023-07-29 17:00:00.0000000,2023-07-29 17:00:00.0000000,0
"ABACHA ROAD ",2023-07-30 15:00:00.0000000,2023-07-30 16:00:00.0000000,60
"ABACHA ROAD ",2023-07-31 09:30:00.0000000,2023-07-31 13:00:00.0000000,210
"ABACHA ROAD ",2023-07-31 19:30:00.0000000,2023-07-31 19:30:00.0000000,0
"ABACHA ROAD ",2023-07-31 20:30:00.0000000,2023-07-31 20:30:00.0000000,0
"ABACHA ROAD ",2023-07-31 23:00:00.0000000,2023-08-01 16:00:00.0000000,1020
"ABACHA ROAD ",2023-08-01 19:30:00.0000000,2023-08-01 19:30:00.0000000,0
"ABACHA ROAD ",2023-08-01 20:30:00.0000000,2023-08-01 20:30:00.0000000,0
"ABACHA ROAD ",2023-08-02 13:00:00.0000000,2023-08-02 15:30:00.0000000,150
"ABACHA ROAD ",2023-08-02 19:00:00.0000000,2023-08-03 00:30:00.0000000,330
"ABACHA ROAD ",2023-08-03 06:00:00.0000000,2023-08-03 07:00:00.0000000,60
"ABACHA ROAD ",2023-08-03 14:00:00.0000000,2023-08-03 15:00:00.0000000,60
"ABACHA ROAD ",2023-08-03 18:00:00.0000000,2023-08-04 02:00:00.0000000,480
"ABACHA ROAD ",2023-08-04 09:00:00.0000000,2023-08-04 21:00:00.0000000,720
"ABACHA ROAD ",2023-08-05 17:30:00.0000000,2023-08-05 21:00:00.0000000,210
"ABACHA ROAD ",2023-08-06 07:30:00.0000000,2023-08-06 08:00:00.0000000,30
"ABACHA ROAD ",2023-08-06 09:00:00.0000000,2023-08-06 09:30:00.0000000,30
"ABACHA ROAD ",2023-08-06 12:00:00.0000000,2023-08-06 16:30:00.0000000,270
"ABACHA ROAD ",2023-08-06 19:00:00.0000000,2023-08-07 00:30:00.0000000,330
"ABACHA ROAD ",2023-08-07 01:30:00.0000000,2023-08-07 19:00:00.0000000,1050
"ABACHA ROAD ",2023-08-07 20:00:00.0000000,2023-08-07 20:00:00.0000000,0
"ABACHA ROAD ",2023-08-07 22:30:00.0000000,2023-08-08 12:00:00.0000000,810
"ABACHA ROAD ",2023-08-08 20:30:00.0000000,2023-08-09 06:30:00.0000000,600
"ABACHA ROAD ",2023-08-09 15:00:00.0000000,2023-08-09 17:00:00.0000000,120
