feeder,start_time,end_time,outage_duration_minutes
"ABACHA ROAD ",2023-08-09 20:30:00.0000000,2023-08-10 02:00:00.0000000,330
"ABACHA ROAD ",2023-08-10 21:30:00.0000000,2023-08-11 00:30:00.0000000,180
"ABACHA ROAD ",2023-08-11 09:30:00.0000000,2023-08-11 13:00:00.0000000,210
"ABACHA ROAD ",2023-08-11 19:30:00.0000000,2023-08-12 00:30:00.0000000,300
"ABACHA ROAD ",2023-08-12 14:00:00.0000000,2023-08-12 14:30:00.0000000,30
"ABACHA ROAD ",2023-08-13 21:30:00.0000000,2023-08-13 22:00:00.0000000,30
"ABACHA ROAD ",2023-08-14 18:00:00.0000000,2023-08-14 20:30:00.0000000,150
"ABACHA ROAD ",2023-08-15 22:00:00.0000000,2023-08-16 03:00:00.0000000,300
"ABACHA ROAD ",2023-08-16 11:00:00.0000000,2023-08-16 17:00:00.0000000,360
"ABACHA ROAD ",2023-08-16 20:30:00.0000000,2023-08-17 16:30:00.0000000,1200
"ABACHA ROAD ",2023-08-17 20:30:00.0000000,2023-08-17 20:30:00.0000000,0
"ABACHA ROAD ",2023-08-18 00:30:00.0000000,2023-08-18 00:30:00.0000000,0
"ABACHA ROAD ",2023-08-18 12:00:00.0000000,2023-08-18 17:00:00.0000000,300
"ABACHA ROAD ",2023-08-19 17:00:00.0000000,2023-08-19 17:30:00.0000000,30
"ABACHA ROAD ",2023-08-21 11:00:00.0000000,2023-08-21 13:00:00.0000000,120
"ABACHA ROAD ",2023-08-21 18:00:00.0000000,2023-08-21 22:00:00.0000000,240
"ABACHA ROAD ",2023-08-22 10:30:00.0000000,2023-08-22 16:30:00.0000000,360
"ABACHA ROAD ",2023-08-22 21:30:00.0000000,2023-08-22 23:30:00.0000000,120
"ABACHA ROAD ",2023-08-23 09:30:00.0000000,2023-08-23 11:00:00.0000000,90
"ABACHA ROAD ",2023-08-23 16:00:00.0000000,2023-08-23 17:00:00.0000000,60
"ABACHA ROAD ",2023-08-23 21:30:00.0000000,2023-08-24 00:00:00.0000000,150
"ABACHA ROAD ",2023-08-24 09:30:00.0000000,2023-08-24 17:30:00.0000000,480
"ABACHA ROAD ",2023-08-24 18:30:00.0000000,2023-08-24 20:30:00.0000000,120
"ABACHA ROAD ",2023-08-25 01:00:00.0000000,2023-08-25 07:00:00.0000000,360
"ABACHA ROAD ",2023-08-25 13:00:00.0000000,2023-08-25 20:00:00.0000000,420
"ABACHA ROAD ",2023-08-26 11:00:00.0000000,2023-08-27 02:30:00.0000000,930
"ABACHA ROAD ",2023-08-27 19:00:00.0000000,2023-08-27 22:00:00.0000000,180
"ABACHA ROAD ",2023-08-28 11:00:00.0000000,2023-08-28 15:30:00.0000000,270
"ABACHA ROAD ",2023-08-28 19:30:00.0000000,2023-08-29 00:30:00.0000000,300
"ABACHA ROAD ",2023-08-29 08:00:00.0000000,2023-08-29 16:00:00.0000000,480
"ABACHA ROAD ",2023-08-30 00:00:00.0000000,2023-08-30 02:30:00.0000000,150
"ABACHA ROAD ",2023-08-30 10:30:00.0000000,2023-08-30 18:30:00.0000000,480
"ABACHA ROAD ",2023-08-30 19:30:00.0000000,2023-08-30 20:00:00.0000000,30
"ABACHA ROAD ",2023-08-31 07:30:00.0000000,2023-08-31 13:30:00.0000000,360
"ABACHA ROAD ",2023-08-31 20:00:00.0000000,2023-09-01 10:00:00.0000000,840
"ABACHA ROAD ",2023-09-02 11:30:00.0000000,2023-09-02 21:00:00.0000000,570
"ABACHA ROAD ",2023-09-04 09:00:00.0000000,2023-09-04 09:00:00.0000000,0
"ABACHA ROAD ",2023-09-04 13:00:00.0000000,2023-09-04 14:30:00.0000000,90
"ABACHA ROAD ",2023-09-06 14:00:00.0000000,2023-09-06 14:30:00.0000000,30
"ABACHA ROAD ",2023-09-08 20:00:00.0000000,2023-09-08 23:00:00.0000000,180
"ABACHA ROAD ",2023-09-09 12:00:00.0000000,2023-09-09 19:30:00.0000000,450
"ABACHA ROAD ",2023-09-11 01:30:00.0000000,2023-09-11 03:30:00.0000000,120
"ABACHA ROAD ",2023-09-11 11:00:00.0000000,2023-09-11 13:30:00.0000000,150
"ABACHA ROAD ",2023-09-11 21:30:00.0000000,2023-09-11 21:30:00.0000000,0
"ABACHA ROAD ",2023-09-12 05:00:00.0000000,2023-09-12 07:30:00.0000000,150
"ABACHA ROAD ",2023-09-12 10:00:00.0000000,2023-09-12 12:00:00.0000000,120
"ABACHA ROAD ",2023-09-12 18:30:00.0000000,2023-09-13 07:30:00.0000000,780
"ABACHA ROAD ",2023-09-13 14:00:00.0000000,2023-09-13 16:00:00.0000000,120
"ABACHA ROAD ",2023-09-14 01:00:00.0000000,2023-09-14 20:30:00.0000000,1170
"ABACHA ROAD ",2023-09-15 12:00:00.0000000,2023-09-15 13:00:00.0000000,60
"ABACHA ROAD ",2023-09-16 12:30:00.0000000,2023-09-16 12:30:00.0000000,0
"ABACHA ROAD ",2023-09-16 16:30:00.0000000,2023-09-16 16:30:00.0000000,0
"ABACHA ROAD ",2023-09-16 19:00:00.0000000,2023-09-16 19:00:00.0000000,0
"ABACHA ROAD ",2023-09-18 09:00:00.0000000,2023-09-18 09:00:00.0000000,0
"ABACHA ROAD ",2023-09-18 22:00:00.0000000,2023-09-19 09:00:00.0000000,660
"ABACHA ROAD ",2023-09-19 10:00:00.0000000,2023-09-19 11:00:00.0000000,60
"ABACHA ROAD ",2023-09-19 12:00:00.0000000,2023-09-20 00:30:00.0000000,750
"ABACHA ROAD ",2023-09-21 12:00:00.0000000,2023-09-21 13:00:00.0000000,60
"ABACHA ROAD ",2023-09-21 15:30:00.0000000,2023-09-21 15:30:00.0000000,0
"ABACHA ROAD ",2023-09-21 18:30:00.0000000,2023-09-21 18:30:00.0000000,0
"ABACHA ROAD ",2023-09-21 20:00:00.0000000,2023-09-21 21:00:00.0000000,60
"ABACHA ROAD ",2023-09-22 12:30:00.0000000,2023-09-22 13:30:00.0000000,60
"ABACHA ROAD ",2023-09-22 16:30:00.0000000,2023-09-22 20:30:00.0000000,240
"ABACHA ROAD ",2023-09-23 19:30:00.0000000,2023-09-24 12:30:00.0000000,1020
"ABACHA ROAD ",2023-09-25 11:00:00.0000000,2023-09-25 11:00:00.0000000,0
"ABACHA ROAD ",2023-09-25 20:30:00.0000000,2023-09-26 15:00:00.0000000,1110
"ABACHA ROAD ",2023-09-26 20:00:00.0000000,2023-09-26 20:00:00.0000000,0
"ABACHA ROAD ",2023-09-27 21:00:00.0000000,2023-09-28 00:00:00.0000000,180
"ABACHA ROAD ",2023-09-29 13:30:00.0000000,2023-09-29 18:00:00.0000000,270
"ABACHA ROAD ",2023-09-30 14:30:00.0000000,2023-09-30 19:30:00.0000000,300
"ABACHA ROAD ",2023-10-03 14:30:00.0000000,2023-10-03 14:30:00.0000000,0
"ABACHA ROAD ",2023-10-04 11:30:00.0000000,2023-10-04 12:30:00.0000000,60
"ABACHA ROAD ",2023-10-04 18:30:00.0000000,2023-10-04 18:30:00.0000000,0
"ABACHA ROAD ",2023-10-04 21:30:00.0000000,2023-10-04 23:00:00.0000000,90
"ABACHA ROAD ",2023-10-05 21:00:00.0000000,2023-10-06 06:00:00.0000000,540
"ABACHA ROAD ",2023-10-06 07:00:00.0000000,2023-10-06 07:00:00.0000000,0
"ABACHA ROAD ",2023-10-06 20:00:00.0000000,2023-10-06 20:00:00.0000000,0
"ABACHA ROAD ",2023-10-07 17:30:00.0000000,2023-10-07 19:00:00.0000000,90
"ABACHA ROAD ",2023-10-07 21:30:00.0000000,2023-10-08 01:00:00.0000000,210
"ABACHA ROAD ",2023-10-08 12:30:00.0000000,2023-10-08 18:30:00.0000000,360
"ABACHA ROAD ",2023-10-09 11:30:00.0000000,2023-10-09 11:30:00.0000000,0
"ABACHA ROAD ",2023-10-09 14:30:00.0000000,2023-10-09 15:00:00.0000000,30
"ABACHA ROAD ",2023-10-09 21:00:00.0000000,2023-10-09 21:00:00.0000000,0
"ABACHA ROAD ",2023-10-10 19:00:00.0000000,2023-10-10 21:00:00.0000000,120
"ABACHA ROAD ",2023-10-12 22:00:00.0000000,2023-10-13 03:00:00.0000000,300
"ABACHA ROAD ",2023-10-13 14:00:00.0000000,2023-10-13 15:00:00.0000000,60
"ABACHA ROAD ",2023-10-14 05:30:00.0000000,2023-10-14 06:30:00.0000000,60
"ABACHA ROAD ",2023-10-14 19:00:00.0000000,2023-10-14 20:30:00.0000000,90
"ABACHA ROAD ",2023-10-15 16:30:00.0000000,2023-10-15 16:30:00.0000000,0
"ABACHA ROAD ",2023-10-15 18:30:00.0000000,2023-10-15 20:00:00.0000000,90
"ABACHA ROAD ",2023-10-16 00:30:00.0000000,2023-10-16 01:00:00.0000000,30
"ABACHA ROAD ",2023-10-16 15:00:00.0000000,2023-10-16 17:30:00.0000000,150
"ABACHA ROAD ",2023-10-17 16:30:00.0000000,2023-10-17 18:30:00.0000000,120
"ABACHA ROAD ",2023-10-17 19:30:00.0000000,2023-10-17 19:30:00.0000000,0
"ABACHA ROAD ",2023-10-17 22:00:00.0000000,2023-10-18 13:00:00.0000000,900
"ABACHA ROAD ",2023-10-18 14:30:00.0000000,2023-10-18 16:00:00.0000000,90
"ABACHA ROAD ",2023-10-19 09:30:00.0000000,2023-10-19 18:30:00.0000000,540
"ABACHA ROAD ",2023-10-20 11:30:00.0000000,2023-10-20 22:00:00.0000000,630
"ABACHA ROAD ",2023-10-21 20:30:00.0000000,2023-10-21 21:30:00.0000000,60
"ABACHA ROAD ",2023-10-23 14:30:00.0000000,2023-10-23 14:30:00.0000000,0
"ABACHA ROAD ",2023-10-24 06:00:00.0000000,2023-10-24 20:00:00.0000000,840
"ABACHA ROAD ",2023-10-25 13:00:00.0000000,2023-10-25 14:00:00.0000000,60
"ABACHA ROAD ",2023-10-26 10:30:00.0000000,2023-10-26 19:00:00.0000000,510
